perinatal_dx_code,perinatal_dx_catagory,perinatal_dx_descrip,perinatal_icd_code
671.5,,"Other phlebitis and thrombosis complicating pregnancy and the puerperium, unspecified as to episode of care or not applicable",ICD9
669.6,,"Breech extraction, without mention of indication, unspecified as to episode of care or not applicable",ICD9
675.02,,"Infections of nipple associated with childbirth, delivered, with mention of postpartum complication",ICD9
674.02,,"Cerebrovascular disorders in the puerperium, delivered, with mention of postpartum complication",ICD9
635.1,,"Legally induced abortion, complicated by delayed or excessive hemorrhage, unspecified",ICD9
661.1,,"Secondary uterine inertia, unspecified as to episode of care or not applicable",ICD9
654.7,,"Congenital or acquired abnormality of vagina, unspecified as to episode of care or not applicable",ICD9
646.41,,"Peripheral neuritis in pregnancy, delivered, with or without mention of antepartum condition",ICD9
668.24,,"Central nervous system complications of anesthesia or other sedation in labor and delivery, postpartum condition or complication",ICD9
661.3,,"Precipitate labor, unspecified as to episode of care or not applicable",ICD9
676.61,,"Galactorrhea associated with childbirth, delivered, with or without mention of antepartum condition",ICD9
659,,"Failed mechanical induction of labor, unspecified as to episode of care or not applicable",ICD9
668.11,,"Cardiac complications of anesthesia or other sedation in labor and delivery, delivered, with or without mention of antepartum condition",ICD9
660.93,,"Unspecified obstructed labor, antepartum condition or complication",ICD9
676.41,,"Failure of lactation, delivered, with or without mention of antepartum condition",ICD9
649.64,,"Uterine size date discrepancy, postpartum condition or complication",ICD9
760.2,,Maternal infections affecting fetus or newborn,ICD9
646.54,,"Asymptomatic bacteriuria in pregnancy, postpartum condition or complication",ICD9
634.82,,"Spontaneous abortion, with unspecified complication, complete",ICD9
668.9,,"Unspecified complication of anesthesia and other sedation in labor and delivery, unspecified as to episode of care or not applicable",ICD9
660.33,,"Deep transverse arrest and persistent occipitoposterior position, antepartum condition or complication",ICD9
653.6,,"Hydrocephalic fetus causing disproportion, unspecified as to episode of care or not applicable",ICD9
676,,"Retracted nipple associated with childbirth, unspecified as to episode of care or not applicable",ICD9
676.92,,"Unspecified disorder of lactation, delivered, with mention of postpartum complication",ICD9
653.63,,"Hydrocephalic fetus causing disproportion, antepartum condition or complication",ICD9
653.61,,"Hydrocephalic fetus causing disproportion, delivered, with or without mention of antepartum condition",ICD9
664.6,,"Anal sphincter tear complicating delivery, not associated with third-degree perineal laceration, unspecified as to episode of care or not applicable",ICD9
636.11,,"Illegally induced abortion, complicated by delayed or excessive hemorrhage, incomplete",ICD9
666.04,,"Third-stage postpartum hemorrhage, postpartum condition or complication",ICD9
670,,"Major puerperal infection, unspecified as to episode of care or not applicable",ICD9
763.89,,Other specified complications of labor and delivery affecting fetus or newborn,ICD9
763.7,,Abnormal uterine contractions affecting fetus or newborn,ICD9
654.72,,"Congenital or acquired abnormality of vagina, delivered, with mention of postpartum complication",ICD9
671.1,,"Varicose veins of vulva and perineum complicating pregnancy and the puerperium, unspecified as to episode of care or not applicable",ICD9
661.13,,"Secondary uterine inertia, antepartum condition or complication",ICD9
651.2,,"Quadruplet pregnancy, unspecified as to episode of care or not applicable",ICD9
654.94,,"Other and unspecified abnormality of organs and soft tissues of pelvis, postpartum condition or complication",ICD9
675.12,,"Abscess of breast associated with childbirth, delivered, with mention of postpartum complication",ICD9
651.41,,"Triplet pregnancy with fetal loss and retention of one or more fetus(es), delivered, with or without mention of antepartum condition",ICD9
671.22,,"Superficial thrombophlebitis complicating pregnancy and the puerperium, delivered, with mention of postpartum complication",ICD9
675.94,,"Unspecified infection of the breast and nipple associated with childbirth, postpartum condition or complication",ICD9
675.84,,"Other specified infections of the breast and nipple associated with childbirth, postpartum condition or complication",ICD9
676.21,,"Engorgement of breasts associated with childbirth, delivered, with or without mention of antepartum condition",ICD9
641.31,,"Antepartum hemorrhage associated with coagulation defects, delivered, with or without mention of antepartum condition",ICD9
634.2,,"Spontaneous abortion, complicated by damage to pelvic organs or tissues, unspecified",ICD9
656.01,,"Fetal-maternal hemorrhage, delivered, with or without mention of antepartum condition",ICD9
658.9,,"Unspecified problem associated with amniotic cavity and membranes, unspecified as to episode of care or not applicable",ICD9
675.1,,"Abscess of breast associated with childbirth, unspecified as to episode of care or not applicable",ICD9
647,,"Syphilis of mother, complicating pregnancy, childbirth, or the puerperium, unspecified as to episode of care or not applicable",ICD9
653.21,,"Inlet contraction of pelvis, delivered, with or without mention of antepartum condition",ICD9
652.53,,"High head at term, antepartum condition or complication",ICD9
647.14,,"Gonorrhea of mother, complicating pregnancy, childbirth, or the puerperium,postpartum condition or complication",ICD9
652.73,,"Prolapsed arm of fetus, antepartum condition or complication",ICD9
664.94,,"Unspecified trauma to perineum and vulva, postpartum condition or complication",ICD9
651.7,,"Multiple gestation following (elective) fetal reduction, unspecified as to episode of care or not applicable",ICD9
651.71,,"Multiple gestation following (elective) fetal reduction,delivered, with or without mention of antepartum condition",ICD9
651.43,,"Triplet pregnancy with fetal loss and retention of one or more fetus(es), antepartum condition or complication",ICD9
653.93,,"Unspecified disproportion, antepartum condition or complication",ICD9
653.33,,"Outlet contraction of pelvis, antepartum condition or complication",ICD9
639.2,,Damage to pelvic organs and tissues following abortion or ectopic and molar pregnancies,ICD9
668.12,,"Cardiac complications of anesthesia or other sedation in labor and delivery, delivered, with mention of postpartum complication",ICD9
662.13,,"Unspecified prolonged labor, antepartum condition or complication",ICD9
763.84,,Meconium passage during delivery,ICD9
660.2,,"Obstruction by abnormal pelvic soft tissues during labor, unspecified as to episode of care or not applicable",ICD9
675.9,,"Unspecified infection of the breast and nipple associated with childbirth, unspecified as to episode of care or not applicable",ICD9
664.8,,"Other specified trauma to perineum and vulva, unspecified as to episode of care or not applicable",ICD9
635.11,,"Legally induced abortion, complicated by delayed or excessive hemorrhage, incomplete",ICD9
664.3,,"Fourth-degree perineal laceration, unspecified as to episode of care or not applicable",ICD9
674.92,,"Unspecified complications of puerperium, delivered, with mention of postpartum complication",ICD9
674.4,,"Placental polyp, unspecified as to episode of care or not applicable",ICD9
763.82,,Abnormality in fetal heart rate or rhythm during labor,ICD9
655.5,,"Suspected damage to fetus from drugs, affecting management of mother, unspecified as to episode of care or not applicable",ICD9
652.4,,"Face or brow presentation, unspecified as to episode of care or not applicable",ICD9
660.03,,"Obstruction caused by malposition of fetus at onset of labor, antepartum condition or complication",ICD9
662.31,,"Delayed delivery of second twin, triplet, etc., delivered, with or without mention of antepartum condition",ICD9
669.94,,"Unspecified complication of labor and delivery, postpartum condition or complication",ICD9
639.6,,Embolism following abortion or ectopic and molar pregnancies,ICD9
665.3,,"Laceration of cervix, unspecified as to episode of care or not applicable",ICD9
647.44,,"Malaria in the mother, postpartum condition or complication",ICD9
637.7,,"Unspecified abortion, with other specified complications, unspecified",ICD9
652,,"Unstable lie, unspecified as to episode of care or not applicable",ICD9
653.5,,"Unusually large fetus causing disproportion, unspecified as to episode of care or not applicable",ICD9
646.52,,"Asymptomatic bacteriuria in pregnancy, delivered, with mention of postpartum complication",ICD9
654.12,,"Tumors of body of uterus, delivered, with mention of postpartum complication",ICD9
651.3,,"Twin pregnancy with fetal loss and retention of one fetus, unspecified as to episode of care or not applicable",ICD9
